text,intent,id
on the shopping list did i put tomato,shopping_list,train-5778
i want you to tell me the minimum i can pay on my rent bill,min_payment,train-5779
when is my chase visa due,bill_due,train-5780
tell me the name of this song,what_song,train-5781
i need to report a bent card,damaged_card,train-5782
can you tell me when i'm supposed to get paid,payday,train-5783
what's the last transaction i made yesterday,transactions,train-5784
please give me a really impressive piece of trivia about bubble gum,fun_fact,train-5785
how much is my credit limit,credit_limit,train-5786
how long to process my credit card application,application_status,train-5787
tell me something cool about elephants,fun_fact,train-5788
can you recommend any restaurants,restaurant_suggestion,train-5789
please cross off schedule acupuncture appointment off of the to do list,todo_list_update,train-5790
what is the calorie count for muffins,calories,train-5791
have there been any travel alerts issued for france,travel_alert,train-5792
can i eat the eggs i've had in the fridge since 2/21,food_last,train-5793
does the central timezone include austin,timezone,train-5794
what do i set the timer for if i'm making gyoza,cook_time,train-5795
i gotta sub sugar for salt,ingredient_substitution,train-5796
my american saving bank was stolen,report_lost_card,train-5797
please tell me everything on my list of reminders,reminder,train-5798
meeting room availability at 8:00 please,schedule_meeting,train-5799
"will you repeat that, please",repeat,train-5800
would late payments hurt my credit,improve_credit_score,train-5801
tell me what i have in my money market account,balance,train-5802
"what hotels are near, ny, ny for the 9th to 11th",book_hotel,train-5803
what is the sum of 3 plus 5,calculator,train-5804
"initiate connection with my phone, please",sync_device,train-5805
what is the meaning of hyperactive,definition,train-5806
i wanna swap salt for baking soda,ingredient_substitution,train-5807
i have been spending a lot on utility bills lately,spending_history,train-5808
what kind of petrol goes in the tank,gas_type,train-5809
check on the status of my vacation request please,pto_request_status,train-5810
i would appreciate it if you could talk to me in french,change_language,train-5811
are there any steps i need to take to use my credit card points,redeem_rewards,train-5812
how much air do i have in my tires,tire_pressure,train-5813
please remind me to take out the trash,reminder_update,train-5814
that is not correct,no,train-5815
when's my visa card expiring,expiration_date,train-5816
will you add what i'm listening to to my bedroom playlist,update_playlist,train-5817
how much time do i have for vacation saved,pto_balance,train-5818
does moes in la except rerservations,accept_reservations,train-5819
what steps do i take to change the oil for my car,oil_change_how,train-5820
don't you work for someone else,who_do_you_work_for,train-5821
what did i put on my list of reminders,reminder,train-5822
can i please get a new card,new_card,train-5823
tell me my salary,income,train-5824
can you send a text for me,text,train-5825
report my card as lost,report_lost_card,train-5826
i'd love to order some more checks for my checking account,order_checks,train-5827
what is your version on the meaning of life,meaning_of_life,train-5828
yes you are right,yes,train-5829
find me a flight from tijuana to guadalajara on volaris,book_flight,train-5830
please confirm the next time i should get the tires on my car replaced,tire_change,train-5831
what do people call you,what_is_your_name,train-5832
that’s actually wrong,no,train-5833
please text nancy and give them the message that i am on vacation,text,train-5834
"what is the correct routing number for my citizens bank account, pennsylvania",routing,train-5835
can you tell me if there's a lot of wait time at wendy's around 8am,how_busy,train-5836
is my order shown as delivered,order_status,train-5837
please set the timer for me,timer,train-5838
has the status of my vacation request changed,pto_request_status,train-5839
please use your female voice,change_accent,train-5840
put laundry on my to do list,todo_list_update,train-5841
call jim,make_call,train-5842
i wanna know the meaning of life,meaning_of_life,train-5843
could you speak a little more slowly,change_speed,train-5844
i'm traveling to ca soon and want to inform my bank,travel_notification,train-5845
"was a hold placed on my wells fargo account, and if so why",account_blocked,train-5846
i need to know when my oil was last changed,last_maintenance,train-5847
is it alright with you if i call you scarlet,change_ai_name,train-5848
i require a car maintenance,schedule_maintenance,train-5849
what do you like being called,what_is_your_name,train-5850
i'd like to learn more about your pets,do_you_have_pets,train-5851
i must switch to a new insurance plan,insurance_change,train-5852
text someone,text,train-5853
how much are the foreign transaction fees in brisbane,international_fees,train-5854
i need help with some fun tourist things to do in tokyo,travel_suggestion,train-5855
i should use what kind of oil and can you help me change it,oil_change_how,train-5856
"my card snapped, can you tell my bank to send a replacement",damaged_card,train-5857
turn on the living room lights,smart_home,train-5858
i would like to try and confirm that i have a reservation at houlihan’s for mike,confirm_reservation,train-5859
how can i protect my credit rating,improve_credit_score,train-5860
what's the typical wait time at red lobster,how_busy,train-5861
tell me how many pesos equal 500 dollars,exchange_rate,train-5862
remind me that time is up in sixty minutes,timer,train-5863
steps to raise my credit score,improve_credit_score,train-5864
yes that's it,yes,train-5865
tell me what the word die means,definition,train-5866
i want to visit portugal do i need a travel visa,international_visa,train-5867
i have to report a lost visa card,report_lost_card,train-5868
who is available to check why my check engine light is on,schedule_maintenance,train-5869
i need to find out the rewards points i have left on my american express card,rewards_balance,train-5870
do i need vaccinations to travel there,vaccines,train-5871
i was at walmart today and my card got declined when i went to buy qtips,card_declined,train-5872
turn off my account,freeze_account,train-5873
can you explain why there is a hold on my savings account,account_blocked,train-5874
have i been giving lot of money to food to food lately,spending_history,train-5875
what is required to direct deposit my paycheck,direct_deposit,train-5876
glad we got to talk,goodbye,train-5877
i must know when should i get my oil changed next,oil_change_when,train-5878
"if i want to schedule a meeting, how do i do it",schedule_meeting,train-5879
can i substitute cream for milk,ingredient_substitution,train-5880
when's my next oil change due,oil_change_when,train-5881
i would like to know the kind of gas that this car uses,gas_type,train-5882
can you show me my shopping list,shopping_list,train-5883
whats your take on the meaning of life,meaning_of_life,train-5884
i can't find my phone do you know where it is,find_phone,train-5885
when was my car last worked on,last_maintenance,train-5886
tell my bank i am traveling out of country,travel_notification,train-5887
"my car is dead, what do i need to jump start it",jump_start,train-5888
are you working for me or what,who_do_you_work_for,train-5889
please change your accent the male british one,change_accent,train-5890
"can you understand me, if i start talking in italian",change_language,train-5891
how is the traffic like on my way to fairfield,traffic,train-5892
oil changes are typical done how often,oil_change_when,train-5893
what do you like doing in your free time,what_are_your_hobbies,train-5894
show me my next day off,next_holiday,train-5895
take the event called surprise party off my calendar for june 2,calendar_update,train-5896
can you describe my list back to me,reminder,train-5897
are the reviews good or bad for burger king,restaurant_reviews,train-5898
tell me a joke about dogs,tell_joke,train-5899
"think about if you could only say one or the other, which animal do you see yourself choosing, cats or dogs",do_you_have_pets,train-5900
can i check my gold rewards card online,rewards_balance,train-5901
move 57 dollars from saving into mom,transfer,train-5902
who made you ai,who_made_you,train-5903
inform me of my credit score,credit_score,train-5904
hey hey!,greeting,train-5905
do you think longhorn steakhouse will be busy at 5pm,how_busy,train-5906
how do i let visa know about a charge i didn't make,report_fraud,train-5907
set a reminder for tomorrows meeting,reminder_update,train-5908
transfer $20000 from my savings account to checking account,transfer,train-5909
can i please get an appointment to get my oil changed,schedule_maintenance,train-5910
tell me the gas mileage on my car,mpg,train-5911
do you know what this song is,what_song,train-5912
got any good dinner ideas,meal_suggestion,train-5913
send over 50 dollars between my shared and not shared accounts,transfer,train-5914
does mexico travel require a visa,international_visa,train-5915
for what reason did my card get declined,card_declined,train-5916
how long is it going to be until my card expires,expiration_date,train-5917
any good pizza restaurants around here,restaurant_suggestion,train-5918
can i use colby jack cheese instead of cheddar in a recipe,ingredient_substitution,train-5919
what is my current gross salary,income,train-5920
how are things for you,greeting,train-5921
i need to know your name,what_is_your_name,train-5922
how many vacation days do i still have,pto_balance,train-5923
do i need an international visa to enter canada,international_visa,train-5924
what are the nutrition facts for macaroni and cheese,nutrition_info,train-5925
what is the apr on my amex card,apr,train-5926
let me know the status of flight dl123,flight_status,train-5927
can you roll dice,roll_dice,train-5928
when ought i get my tires changed next,tire_change,train-5929
i need to book a flight from texas to new york on may 25th and returning on the 28th,book_flight,train-5930
hey just take off everything from my todo list,todo_list_update,train-5931
i want my schedule for march 2,calendar,train-5932
is it possible for me to rent a car out of jfk airport from march 15-20,car_rental,train-5933
where can i find my w2,w2,train-5934
how can i find my current location,current_location,train-5935
i need to know the status of flight dl123,flight_status,train-5936
what is the expiry date of my credit card,expiration_date,train-5937
i need you to tell my what my routing number is for my first county account,routing,train-5938
i need to report a fraudulent transaction from postmates on my account,report_fraud,train-5939
i don't know how to jump start my car,jump_start,train-5940
do i need milk at the store,shopping_list,train-5941
will you buy me underpants,order,train-5942
what can you help me with,what_can_i_ask_you,train-5943
please play the song that goes like hey jude don't make it bad,play_music,train-5944
put this song on my reggae playlist,update_playlist,train-5945
does united airlines allow more than one carry on,carry_on,train-5946
i want to order some new checks because i ran out of them,order_checks,train-5947
i'd like to reset to factory settings,reset_settings,train-5948
what is the gas mileage for the car that i drive,mpg,train-5949
what is the exchange rate from pounds sterling to us dollars,exchange_rate,train-5950
give me a list of ingredients needed for pizza dough,ingredients_list,train-5951
help me report my lost mastercard,report_lost_card,train-5952
i'd like to know where you're from,where_are_you_from,train-5953
due to fraudulent activity on my card i need to make a report,report_fraud,train-5954
"sorry, i didn't hear you, can you say that gain",repeat,train-5955
thanks again,thank_you,train-5956
how many dollars can i exchange for 25 euros,exchange_rate,train-5957
need some good dinner ideas,meal_suggestion,train-5958
i want to know some trivia about our solar system,fun_fact,train-5959
not true,no,train-5960
what's the traffic like on the way to the mall,traffic,train-5961
can you remind me to mop later by putting it on my to do list today,todo_list_update,train-5962
will you find me a place to stay in casper from march 5th to march 11th,book_hotel,train-5963
how many days does it take to receive a new card,replacement_card_duration,train-5964
how long do you bake a cake,cook_time,train-5965
what is the date,date,train-5966
what is the word on flight dl123,flight_status,train-5967
"can you play me that, ""baby shark, doo doo,"" song",play_music,train-5968
how many centimeters are in 4 inches,measurement_conversion,train-5969
i lost my phone and need assistance,find_phone,train-5970
change your settings so that your respond to the name marion,change_ai_name,train-5971
what is the caloric total in these muffins,calories,train-5972
would you say that you are human or copmuter,are_you_a_bot,train-5973
switch over to the male voice mode,change_accent,train-5974
how many more weeks until the next holiday,next_holiday,train-5975
what is my current gas level at,gas,train-5976
how do you spell water,spelling,train-5977
what is my money market account balance,balance,train-5978
"ai, how old are you",how_old_are_you,train-5979
let me know why my card got declined,card_declined,train-5980
what's the name of this tune,what_song,train-5981
what timezone is sweden in,timezone,train-5982
"are you ai, or a person",are_you_a_bot,train-5983
i no longer need to wash dishes; take it of my list,todo_list_update,train-5984
my interest rate please,interest_rate,train-5985
what must i do if i want to adjust my insurance policy,insurance_change,train-5986
how long til my visa card expires,expiration_date,train-5987
translate hello into french for me,translate,train-5988
please dial x's phone number,make_call,train-5989
i need to know how many carry ons i can take on a flight with southwest airlines to houston,carry_on,train-5990
can u play the song that sound like bells going off,play_music,train-5991
how good are the ratings for red robin,restaurant_reviews,train-5992
how long can i keep deer meat in the freezer before it's unedible,food_last,train-5993
what number do you get when you roll one six sided die,roll_dice,train-5994
what are the carry on rules for united,carry_on,train-5995
i'm not sure of that,maybe,train-5996
do i need to apply for a travel visa if i am going to bermuda,international_visa,train-5997
what sort of hobbies are you into,what_are_your_hobbies,train-5998
i want a lesson on changing my oil,oil_change_how,train-5999
2 cups of grapes have how many calories,calories,train-6000
what is 20 times 20 times 30,calculator,train-6001
i have transactions on my card that aren't mine,report_fraud,train-6002
when is my water bill due,bill_due,train-6003
the lists of my reminders is what,reminder,train-6004
can you tell me my income tax,taxes,train-6005
i want to know the name of the song that's playing,what_song,train-6006
rock music playlist,play_music,train-6007
how long before my amex card expires,expiration_date,train-6008
how is everything with you,greeting,train-6009
"how old are you, again",how_old_are_you,train-6010
you need to help me find my cellphone,find_phone,train-6011
can you read my shopping list to me,shopping_list,train-6012
how do i ascertain when my next insurance payment will be,bill_due,train-6013
cancel my 8:00 pm prime rib reservation,cancel_reservation,train-6014
is there a meeting room available between one and two,schedule_meeting,train-6015
i want you to help me make a decision by flipping a coin,flip_coin,train-6016
i need an alarm to go off at 6 am,alarm,train-6017
how do i find axos bank's routing number,routing,train-6018
what is my bill's minimum payment,min_payment,train-6019
return to factory default,reset_settings,train-6020
how do you say cat in spanish,translate,train-6021
i need to know how to spell conscience,spelling,train-6022
how long should i cook chicken,cook_time,train-6023
"how do i get new insurance, please",insurance_change,train-6024
insurance benefit details,insurance,train-6025
how can i find my phone,find_phone,train-6026
could you talk like a british male,change_accent,train-6027
do i need to get gas soon,gas,train-6028
how long does bread last in the freezer,food_last,train-6029
is a walmart gift card one of the things i can use my credit card points on,redeem_rewards,train-6030
"when visiting chicago, what things can i do there",travel_suggestion,train-6031
which purchases are on my shopping list,shopping_list,train-6032
i need to know my interest rate,interest_rate,train-6033
how do you jump a car with a dead battery,jump_start,train-6034
call christie,make_call,train-6035
what types of subjects do you know,what_can_i_ask_you,train-6036
can you give me a thai dinner suggestion,meal_suggestion,train-6037
where in sacramento ca i schedule maintenance on my car,schedule_maintenance,train-6038
play the song god's plan,play_music,train-6039
i let my bank know that i'm traveling to greece from march to april,travel_notification,train-6040
terminate current process,cancel,train-6041
when is the next day i get paid,payday,train-6042
i need to know what timezone ireland is in,timezone,train-6043
is there a minimum gas grade this car needs,gas_type,train-6044
i would like to know the traffic in tempe please,traffic,train-6045
how many days until i am off,next_holiday,train-6046
where is the location of your creation,where_are_you_from,train-6047
what do i pay in taxes,taxes,train-6048
what ingredients do i need to make salmon salad,ingredients_list,train-6049
i need you to increase the speaker volume,change_volume,train-6050
"talk slower, please",change_speed,train-6051
i need an uber to the movies for me and 5 other people,uber,train-6052
could you change the accent you're using,change_accent,train-6053
how much have i spent on food in the past week,spending_history,train-6054
hola,greeting,train-6055
i want to have a table for 2 at the broadmore around 6,restaurant_reservation,train-6056
can you add this song to my jazz playlist,update_playlist,train-6057
how much gas is in the tank,gas,train-6058
find me an asian restaurant,restaurant_suggestion,train-6059
noodles need to cook for how long,cook_time,train-6060
what's the definition of analogy,definition,train-6061
can you set me up for a reservation for five at outback steakhouse on february 28th at seven pm,restaurant_reservation,train-6062
can you tell me what my income will be this week,income,train-6063
are my tires full or low,tire_pressure,train-6064
can you list all recent transactions,transactions,train-6065
"new reminder, please",reminder_update,train-6066
i'd like to buy some cooking pans,order,train-6067
how many vacation days have i spent in total,pto_used,train-6068
call mark,make_call,train-6069
please your volume,change_volume,train-6070
when do i need to change the oil again,oil_change_when,train-6071
tell me how healthy mac and cheese is,nutrition_info,train-6072
what are the rules regarding carry-on baggage for flights on virgin airlines,carry_on,train-6073
get me the apr on my visa card,apr,train-6074
i need to know who is your boss,who_do_you_work_for,train-6075
can you me what they call you,what_is_your_name,train-6076
show my transaction statement,transactions,train-6077
i'd like to know how many vacation days i have,pto_balance,train-6078
"do i need some shots, if i am traveling to china",vaccines,train-6079
could you stop talking for a second,cancel,train-6080
let me know what my credit score is,credit_score,train-6081
go ahead and put the volume to 4,change_volume,train-6082
change your spoken language to english,change_language,train-6083
"yes, that is true",yes,train-6084
my card is partially damaged how do i report this,damaged_card,train-6085
tell me what timezone finland is in,timezone,train-6086
when do i have some time off next,next_holiday,train-6087
i have how many tier credits on my caesar's card,rewards_balance,train-6088
"sorry, can you speak a little faster, please",change_speed,train-6089
please increase your speaker volume,change_volume,train-6090
do i have enough funds in my card,card_declined,train-6091
what benefits do i get from insurance,insurance,train-6092
how's life,greeting,train-6093
you can call me john,change_user_name,train-6094
let me know the name you have for me,user_name,train-6095
how much is the total due for my pgw gas bill,bill_balance,train-6096
when should i have my tires replaced if i replaced them on the first of march,tire_change,train-6097
i want you to switch to whisper mode,whisper_mode,train-6098
what is 1 fifth times 2 fifths,calculator,train-6099
what's the limit on my american express card,credit_limit,train-6100
i have to get my 401k rollover because i just got a new job,rollover_401k,train-6101
will you tell me my interest rate,interest_rate,train-6102
how do i change my car oil,oil_change_how,train-6103
how do i report a lost card,report_lost_card,train-6104
i want you to order everything on my shopping list,order,train-6105
do you know if my vacation was approved yet or not,pto_request_status,train-6106
will i be allowed to take vacation,pto_request_status,train-6107
"are you an actual person, or ai",are_you_a_bot,train-6108
send information about suspicious credit card activity,report_fraud,train-6109
will i be able to order for more checkbooks for my chase bank account,order_checks,train-6110
what skills do you have,what_can_i_ask_you,train-6111
i want for you to disconnect from my phone,sync_device,train-6112
what ingredients go in a milky way,ingredients_list,train-6113
"can i get my credit limit increased to $15,000",credit_limit_change,train-6114
are reservations allowed at burger king,accept_reservations,train-6115
look up qat please,definition,train-6116
i want to listen to music,play_music,train-6117
what do you put in chili,ingredients_list,train-6118
please tell me why did my card not get accepted,card_declined,train-6119
make a reservation for tuesday at 7:00 pm at cielo for 2,restaurant_reservation,train-6120
tomorrow i need the alarm to go off at 5,alarm,train-6121
nay,no,train-6122
i need help paying my hoa bill,pay_bill,train-6123
how little can i pay on my car bill,min_payment,train-6124
should i take a different route to work,traffic,train-6125
can you please let me know when next my tires are due to be changed,tire_change,train-6126
how long does it take to get to virginia by bus,distance,train-6127
what time is it in the eastern standard timezone,time,train-6128
are you able to help with booking a car rental in seattle,car_rental,train-6129
does my credit card apr fall into a good range,apr,train-6130
show me the minimum payment for my boat bill,min_payment,train-6131
is tehre enough in my bluebird account for groceries this week,balance,train-6132
can you tell me a fun fact about elephants,fun_fact,train-6133
in what format did you save my name,user_name,train-6134
i'd like to know how old you are,how_old_are_you,train-6135
what funny jokes do you know,tell_joke,train-6136
"are you a computer, or are you a real person",are_you_a_bot,train-6137
what's the crowd like at hopper's bar around 11pm,how_busy,train-6138
when was the last date that i got a paycheck,payday,train-6139
can you help me find my lost phone,find_phone,train-6140
i need to let my bank know i am traveling to paris,travel_notification,train-6141
i need to know what the latest is with my application for a visa credit card,application_status,train-6142
has my request for vacation days been signed by my supervisor yet,pto_request_status,train-6143
switch to a different accent,change_accent,train-6144
on the 26th what is on the table for my calendar,calendar,train-6145
is there really a meaning of life,meaning_of_life,train-6146
my luggage is lost i was on delta flight ab123 from detroit,lost_luggage,train-6147
"if you had to choose, cat or dog",do_you_have_pets,train-6148
how many days for vacation do i have left,pto_balance,train-6149
what is the amount of dollars i get if i trade in 6 yens,exchange_rate,train-6150
what's my mortgage payment going to be this month,bill_balance,train-6151
someone stole my mastercade,report_lost_card,train-6152
can you schedule a meeting with james at the office,schedule_meeting,train-6153
i would like you to set the timer to go off in ten minutes,timer,train-6154
did discover get my card application yet,application_status,train-6155
can you please turn the volume to 4,change_volume,train-6156
can you tell me the tire pressure in my car,tire_pressure,train-6157
my card was declined at the casino and i'm wondering why,card_declined,train-6158
will i need a plug converter for my electronics in amman,plug_type,train-6159
what is the apr on my chase visa,apr,train-6160
how many miles per gallon does my car get,mpg,train-6161
"i need assistance with my lost luggage, i was on american airlines ab123 out of talahasse",lost_luggage,train-6162
"the tasks for today, what are they",todo_list,train-6163
how is friend spelled,spelling,train-6164
tell me if i can get a higher limit on my visa,credit_limit_change,train-6165
do you know any trivia about the ocean,fun_fact,train-6166
i want to be called mollie,change_user_name,train-6167
what day am i off next,next_holiday,train-6168
check my calendar to see if an event called final exams exists,calendar,train-6169
can you repeat yourself,repeat,train-6170
please look into the current wait times at chili's right now,how_busy,train-6171
is there a tire repair place near the post office,directions,train-6172
how much have i spent on clothes recently,spending_history,train-6173
i must schedule somewhere get my tires checked out,schedule_maintenance,train-6174
what is the routing number of cadence,routing,train-6175
i need someone to look at my car because my check engine light is on,schedule_maintenance,train-6176
do i still have the reservation on march 21 at 8pm,confirm_reservation,train-6177
how long can i store eggs in the fridge,food_last,train-6178
how many points are on my gold card,rewards_balance,train-6179
when will i receive my w2,w2,train-6180
what are the comments on the donuts at tgi,restaurant_reviews,train-6181
can you calculate my state taxes,taxes,train-6182
please put silverware on my list for shopping,shopping_list_update,train-6183
can i substitute vinegar for apple cider vinegar,ingredient_substitution,train-6184
i need to put in a cancellation for the dinner plans tonight,cancel_reservation,train-6185
define sonogram,definition,train-6186
tell me minimum to pay on landscape bill,min_payment,train-6187
i need one alarm to go off at 6:30 am and a second alarm set for 8:00 am,alarm,train-6188
where should i go out for food to,restaurant_suggestion,train-6189
can anyone help me pay my car bill,pay_bill,train-6190
are an an ai,are_you_a_bot,train-6191
when did i last service my car with an oil change,last_maintenance,train-6192
let me know who made you,who_made_you,train-6193
sayonara,goodbye,train-6194
how can i thank somebody in italian,translate,train-6195
please cancel that last task,cancel,train-6196
are there any vacancies in new york city from april 2 through april 8,book_hotel,train-6197
is respond to the professor's email on my list of reminders,reminder,train-6198
what is the time right now in the peruvian time zone,time,train-6199
when will we have another day off,next_holiday,train-6200
how much do i have in my checking,balance,train-6201
give me the definition of ajar,definition,train-6202
how many times have i used my annual leave,pto_used,train-6203
i need a hotel in new orleans with awesome reviews,book_hotel,train-6204
please increase the speed of your talking,change_speed,train-6205
what kind of pets live with you,do_you_have_pets,train-6206
thank you!,thank_you,train-6207
on my card what have been my recent purchases,transactions,train-6208
how long does it take to get a replacement credit card when your last one was stolen,replacement_card_duration,train-6209
how do i change the oil in my car,oil_change_how,train-6210
i need to uber somewhere,uber,train-6211
"if you were getting a pet, would you get a cat or would you get a dog",do_you_have_pets,train-6212
do i have any remaining pto days,pto_balance,train-6213
please put annie's baby shower on march 30 in my calendar,calendar_update,train-6214
cancel that last thing,cancel,train-6215
what time will my flight be boarding,flight_status,train-6216
i am very confused about why or how my bank would lock me out of my account,account_blocked,train-6217
can you tell me the timezone in san francisco,timezone,train-6218
i wanna know what timezone spain is in,timezone,train-6219
when's the the last time i was paid,payday,train-6220
i'd like to know how much you get when you roll a ten sided dice,roll_dice,train-6221
i need you to set alarm for me,alarm,train-6222
can you suggest a meal from ireland for me,meal_suggestion,train-6223
add this song to shared playlist,update_playlist,train-6224
my card got damaged and i need to report it,damaged_card,train-6225
what are some good places to eat at,restaurant_suggestion,train-6226
can you end the task,cancel,train-6227
i need to know when i was paid last,payday,train-6228
i'd like to confirm that i have a reservation at red robin for josh,confirm_reservation,train-6229
how long do you need to bake chicken for it to be safe to eat,cook_time,train-6230
i'd like to know my current location,current_location,train-6231
say something hilarious,tell_joke,train-6232
how healthy are potato skins,nutrition_info,train-6233
tell me my credit card's annual percentage rate,apr,train-6234
i wanna know the exchange rate between yen and dollars,exchange_rate,train-6235
send my money between accounts,transfer,train-6236
"my card split in half, can i report it",damaged_card,train-6237
what is the interest rate on my scotiabank account,interest_rate,train-6238
can you please put a block on my chase account quickly,freeze_account,train-6239
what would i need if i wanted to make chicken marsala,ingredients_list,train-6240
do i need an international visa to go to tibet,international_visa,train-6241
i need an uber to take me to the mall,uber,train-6242
what is the song that is currently playing,what_song,train-6243
restore my factory settings immediately please,reset_settings,train-6244
get happy on my rb playlist,update_playlist,train-6245
"ai, how long have you been working",how_old_are_you,train-6246
i sent in a request for vacation time off and am wondering if its been approved yet,pto_request_status,train-6247
has the application i put in for a new visa been processed,application_status,train-6248
does france have any current travel alerts,travel_alert,train-6249
my phone cannot be found,find_phone,train-6250
when do i owe the state payment for my car tags,bill_due,train-6251
when can i hear the decision on my credit card application,application_status,train-6252
i need to know somthing funny,tell_joke,train-6253
roll the die!,roll_dice,train-6254
if i am going to the uk are any specific shots needed,vaccines,train-6255
how many days till we have off again,next_holiday,train-6256
share my location with brad and terry,share_location,train-6257
i need to delete tomatoes from my shopping list and add onions instead,shopping_list_update,train-6258
i am john,change_user_name,train-6259
"actually, cancel that",cancel,train-6260
tell me something funny about rats,tell_joke,train-6261
what's the way to cash in my rewards for my citibank card,redeem_rewards,train-6262
how do you convert pounds to grams,measurement_conversion,train-6263
has my vacation time at work been allowed,pto_request_status,train-6264
what can i do since my car battery died,jump_start,train-6265
find something fun for me to do in dallas,travel_suggestion,train-6266
i'd like to know my bank balance please,balance,train-6267
would it be smart to put air in my tires,tire_pressure,train-6268
switch to whisper please,whisper_mode,train-6269
"order more cat food, i'm out",order,train-6270
"the cars riding funny, does the tire pressure feel low to you",tire_pressure,train-6271
i need to know when my card is set to expire please,expiration_date,train-6272
i required a hotel room for 20 people from march 8th through march 20th in las vegas,book_hotel,train-6273
please add this song to my alternative playlist,update_playlist,train-6274
tell me the carry on rules,carry_on,train-6275
set up a direct deposit,direct_deposit,train-6276
is there a particular name i should call you,what_is_your_name,train-6277
what's the current tire pressure of my tires,tire_pressure,train-6278
could you find my location on the map,current_location,train-6279
can you tell me which shots i need for africa,vaccines,train-6280
what's the best way to make a broccoli salad,recipe,train-6281
you must connect to my phone,sync_device,train-6282
what's the best place to just get away from it all,travel_suggestion,train-6283
what airlines have flights round trip on april 1st to april 7th from lax to sfo,book_flight,train-6284
i need a reservation at 8 on the 22nd of november at ruth's,restaurant_reservation,train-6285
check to see the status of my recent online order,order_status,train-6286
send the order for my entire shopping list,order,train-6287
i need a room in london for 2 people from march 1st to 3rd,book_hotel,train-6288
schedule car repairs,schedule_maintenance,train-6289
what restrictions do my carry-ons need to comply with for delta,carry_on,train-6290
so far how many days have i taken off,pto_used,train-6291
"that would be ""no",no,train-6292
where can i find my credit card's expiration date,expiration_date,train-6293
whats in my gas tank,gas,train-6294
my luggage was lost on the flight,lost_luggage,train-6295
have you seen my cellphone,find_phone,train-6296
abort the current action,cancel,train-6297
how many reward points does my discover card have,rewards_balance,train-6298
is my order already here,order_status,train-6299
give me a rundown of the weather,weather,train-6300
return to your original settings,reset_settings,train-6301
how much time will pass between the start and end of our sojourn by bus to detroit,distance,train-6302
do i have enough fuel in the gas tank,gas,train-6303
cleaning needs to go on my list of things to do,todo_list_update,train-6304
where are there current travel alerts,travel_alert,train-6305
"on my vacation request, what is the latest information",pto_request_status,train-6306
can i use any fuel in my car,gas_type,train-6307
do i have to get an international visa before they'll let me in melbourne,international_visa,train-6308
you should reset your factory settings,reset_settings,train-6309
add dentist appointment to my calendar for march 1,calendar_update,train-6310
please add roar by katy perry to my playlist,update_playlist,train-6311
move on to the next song,next_song,train-6312
can we pair this with my new phone,sync_device,train-6313
it is true,yes,train-6314
how much do i owe for my gas and phone bills,bill_balance,train-6315
tell me something amusing,tell_joke,train-6316
ai stop talking,cancel,train-6317
please help me figure out why my card was declined yesterday,card_declined,train-6318
can you change to the whisper voice setting,whisper_mode,train-6319
it's good to see you,greeting,train-6320
what are some ways to keep my credit score up,improve_credit_score,train-6321
what kind of gas does my car use,gas_type,train-6322
say my credit score,credit_score,train-6323
how much can i spend on my visa card,credit_limit,train-6324
it's true,yes,train-6325
please give me your responses only in french from now on,change_language,train-6326
when did i get my last oil change,last_maintenance,train-6327
send 400 dollars between city bank and usaa accounts,transfer,train-6328
"could you submit a pto request for me from dates mar 3 to 9, please",pto_request,train-6329
can you please turn the fan on,smart_home,train-6330
what does it take to get a new card,new_card,train-6331
"hey, anyone seen my w-2",w2,train-6332
is it possible to book a meeting room between 10 and 11,schedule_meeting,train-6333
destroy process,cancel,train-6334
can you text the sgt adam and tell them i found the missing girl,text,train-6335
is there any meaning to being alive,meaning_of_life,train-6336
how do i spell acquaintance,spelling,train-6337
are tomatoes on my shopping list,shopping_list,train-6338
what will the date be in 10 days,date,train-6339
is there an easy way to change feet into inches,measurement_conversion,train-6340
take my lunch plans off the calendar for march 13th,calendar_update,train-6341
can i redeem my credit card points for anything,redeem_rewards,train-6342
what's the nutritional info for a ganola bar,nutrition_info,train-6343
where is my phone,find_phone,train-6344
teach me how to change the oil in my vehicle,oil_change_how,train-6345
is it safe to travel to iceland,travel_alert,train-6346
when should i take an apple pie out,cook_time,train-6347
i need a new accent male british,change_accent,train-6348
tell me how far i am from home in time and miles,distance,train-6349
give me my current location,current_location,train-6350
can you buy me a toy car,order,train-6351
can you increase my credit limit,credit_limit_change,train-6352
when does the electric bill up,bill_due,train-6353
tell me my salary please,income,train-6354
what you just said is wrong,no,train-6355
can you alert me at 6 in the morning,alarm,train-6356
credit limit,credit_limit,train-6357
volume should be increased to 4,change_volume,train-6358
on what month and year does my card expire,expiration_date,train-6359
double check my reservation under adam for outback steakhouse,confirm_reservation,train-6360
i have a great western bank account i want direct deposits to go to,direct_deposit,train-6361
i need help paying my store bill,pay_bill,train-6362
set alarm,alarm,train-6363
add a new meeting with tom for 6pm,schedule_meeting,train-6364
how can i cash in rewards on my discover card,redeem_rewards,train-6365
roll dice please,roll_dice,train-6366
what are the carry on limits for delta flights,carry_on,train-6367
what are some activities to do in chicago,travel_suggestion,train-6368
tell me how to convert grams into ounces,measurement_conversion,train-6369
