text,id
get a uber for two to go to a romantic dinner at mcdonalds,test-2143
what does the word polynomial mean,test-2144
which type of gas does this car take,test-2145
play the next song please,test-2146
turn up the volume,test-2147
i spilled wine on my credit card and now its all mushy and needs to be replaced,test-2148
tell me some fun activities to do in oklahoma city,test-2149
give me a coin toss result,test-2150
give me a fun fact about koala,test-2151
could you call sal,test-2152
how much farther is orlando from my location,test-2153
i wanna hear something cool about bees,test-2154
will peas work instead of carrots,test-2155
i'm in the mood for slow songs and nothing else,test-2156
transfer four and sixty seven dollars from bank of oklahoma checking to security bank account,test-2157
will i get getting my new card anytime soon,test-2158
how long ago did i take my car to the shop,test-2159
what do you do after work,test-2160
should i go to a car maintenance,test-2161
how much is 5 us dollars worth in canadian dollars,test-2162
are the electric plugs the same over in that country,test-2163
"transfer ninety dollars between glacier checking and farmers accounts, please",test-2164
tell me some things to do in phoenix,test-2165
what song is this one,test-2166
call to mom,test-2167
what's the total i've spent on shoes this month,test-2168
"i'm almost certain my car battery died, please tell me what to do",test-2169
what is the minimum i can pay on my phone bill,test-2170
give me a amusing fact about wolf,test-2171
are you real or a computer,test-2172
what do i do if i need my w2 for my my taxes,test-2173
would you call yourself a human or a computer,test-2174
what your numerical digit to display as your age,test-2175
set an alarm for 8 tomorrow,test-2176
can you tell me what gas this car takes,test-2177
can you please do a simulated coin flip for me ai,test-2178
can you complete an application for a new credit card for me,test-2179
check how busy cheesecake factory is,test-2180
what are the ai's hobbies,test-2181
give me a list of places that serve the best wings in charlotte,test-2182
"from sunday to wednesday, i will be in oakland, so should i call my bank to let them know",test-2183
i need to track the status of my order,test-2184
thank you ai for everything you do,test-2185
is socket converter required in france,test-2186
tell me today's date,test-2187
make a reservation for chik-fil-a at 3 o' clock please,test-2188
book me a place to chicago from atlanta united airlines,test-2189
can you make the default language swedish,test-2190
when will our next day off be,test-2191
how many mexican pesos is a us dollar worth,test-2192
do you have cats or dogs or something else as a pet,test-2193
you’re the best thanks so much!,test-2194
what is some trivia about the weather,test-2195
could you tell me how old you are,test-2196
do my tires have enough pressure,test-2197
can you find me the apr listed on the statement for my citi mastercard,test-2198
i no longer want you to be synced to my phone,test-2199
will i be able to visit peru without a travel visa,test-2200
do i need to get any shots before i travel to liberia,test-2201
when is my card expired,test-2202
is my spirit flight running on time,test-2203
take everything off my to do list,test-2204
"cancel my reservation for dinner this saturday, please",test-2205
can you suggest a thai restaurant,test-2206
show me my recent transactions from account xyz,test-2207
please stop talking,test-2208
where did you live before you moved here,test-2209
what pets do you own,test-2210
i think my luggage is lost,test-2211
how many weeks of vacation time do i have,test-2212
"i don't need eggs anymore, but i do need milk",test-2213
what is the time frame for sending a customer who lost their credit card a new one,test-2214
get me a hotel in phoenix near chase field from january 4th to the 8th,test-2215
be quiet,test-2216
what is the timezone for paris,test-2217
when do my tires need changing after i replaced them last week,test-2218
you can cancel the task,test-2219
tell me how to go about reporting a damaged card,test-2220
i wanna check my rewards for my credit card,test-2221
i want to report a damaged card,test-2222
how much is my state taxes,test-2223
how much gas is left in my car,test-2224
help me get my w-2 form,test-2225
are you from around here,test-2226
what sort of plug is used in the caribbean,test-2227
what is the usd mxn exchange rate,test-2228
i want to see all transactions in the past month for all accounts,test-2229
assure my bank i really am going to california,test-2230
how would i say what is your name if i were french,test-2231
"how do you spell ""exactly",test-2232
keep volume at 4 all the time,test-2233
what is the total number of days that i have taken off work since january,test-2234
how much do i have in my bank accounts,test-2235
i must know where to get my w2,test-2236
can you please convert $30 usd to canadian dollars,test-2237
tell me the timezone for california,test-2238
would you mind repeating that,test-2239
turn to volume 4,test-2240
do you know the price for my taxes in income,test-2241
is there meaning to life,test-2242
i want you to call me sheldon,test-2243
could you set the alarm,test-2244
i want to hear a joke about elephants,test-2245
define antebellum,test-2246
how to activate direct deposit to chase account,test-2247
time to order and receive a new credit card,test-2248
where is the closest gas station to glendale,test-2249
can you do a coin flip for me ai,test-2250
you're right,test-2251
id like to change your name to max,test-2252
"can i get some more checkbooks mailed to me, please",test-2253
"flip the coin, i choose heads",test-2254
is the review ned's have good,test-2255
go to the next song and play it,test-2256
can you book me a flight to memphis from st louis on delta airlines,test-2257
how many inches are in 36 feet,test-2258
is bowling on my calendar,test-2259
look for my phone with me,test-2260
correct my account pin to 1234 on my checking account,test-2261
what's my checking look like,test-2262
i am itching to travel but don't know where to go,test-2263
can you share a humorous joke with me,test-2264
how long will i have to wait at cheesecake factory,test-2265
not so loud,test-2266
is the wait more than an hour at the italian place,test-2267
what is this song name,test-2268
what raiting of gas is called for,test-2269
help me change my oil,test-2270
i want an uber to take me to walmart,test-2271
what does anachronistic mean,test-2272
what are you feeling today,test-2273
please can we speak in dutch,test-2274
what should i do if i need to report my card lost,test-2275
where is the closest pharmacy,test-2276
when should i get my next oil change,test-2277
is the mexican place crowded at night,test-2278
is flight dl123 going to arrive on time,test-2279
if i want to travel to singapore do i need a visa,test-2280
the oven be set at 350,test-2281
skip this track,test-2282
"hello, how's your day",test-2283
on the speaker what song is playing,test-2284
what kind of gas should i use for this car,test-2285
what's the balance in my bank accounts,test-2286
does the state department say anything about traveling to haiti,test-2287
thank you for the heip,test-2288
what's 47 times 83,test-2289
i need eggs; add them to my shopping list,test-2290
i need the pin number for my checking account,test-2291
please call me bailey,test-2292
i would like you to repeat it,test-2293
what do my pto days amount to,test-2294
"heads, coin flip",test-2295
send a notification to my bank of my travel dates from february 19th to 26th to peru,test-2296
where did i last put my phone,test-2297
"i want some nike's, is there enough in my wells fargo account",test-2298
how do i order some more checks for my bank of the west account,test-2299
do i have any appointments on my calendar march 22nd,test-2300
pull up some recommendations for places serving fish in maine,test-2301
am i eligible for a new credit card,test-2302
quieter please,test-2303
tell me what the point of life is,test-2304
can you tell me if your a bot,test-2305
"that was a mistake, undo that",test-2306
i would like to know my car's tire pressure,test-2307
am i in charge of you,test-2308
please review my recent visa card transaction,test-2309
i would like to make a phone call,test-2310
i would like nutrition facts for spaghetti carbonara,test-2311
scan you find me a chicken recipe,test-2312
well hi there,test-2313
what's the name you use for me,test-2314
"siri, book a car rental to the poconos today right now",test-2315
what is the minimum i can pay on my water bill,test-2316
how often should my tires be changed,test-2317
i need a hand getting this gas bill paid,test-2318
that's false,test-2319
what would you suggest for japanese,test-2320
you take sweeping of my todo list,test-2321
my visa has what limit,test-2322
when is my cell phone due,test-2323
i'd like to get soda while i'm out; add it to my shopping list,test-2324
what is the phone number of the car rental place,test-2325
"give me the routing number of my checking account at my main bank, first commerce",test-2326
how many mpg does this car get in the city,test-2327
i wanna know some things to do in phoenix,test-2328
how old were you on your last birthday,test-2329
i need to increase credit limit for my chase card,test-2330
"no, that is wrong",test-2331
"i need to cancel my reservation after all, please",test-2332
i need to call sal,test-2333
which insurance plan am i enrolled in,test-2334
i must know how to say thank you in german,test-2335
"""i'm fly out from lax to phl this weekend for around $120",test-2336
where were you thought of,test-2337
can i get this car's mpg,test-2338
do you know any jokes,test-2339
take everything off my to do list please,test-2340
please stop my account,test-2341
do i have any meetings between 1 and 8 pm,test-2342
get reservations at olive garden for two at 7:00pm under michael,test-2343
what have i spent on fast food recently,test-2344
"could you suggest a french restaurant, please",test-2345
reserve a table at tropicana for 5 people under the name martins for 8pm,test-2346
can you assist me in moving money from one account to another,test-2347
clear my calendar for september 6th,test-2348
"i have to cancel my reservation after all, please",test-2349
block my bank of america immdediately,test-2350
what's the average time to boston when riding a bus,test-2351
can i get an uber to drive me to the movies,test-2352
how much are the taxes on my income,test-2353
i need the data and price from my state taxes,test-2354
reset to your original settings,test-2355
will you please slow down your voice,test-2356
"is ""cleaning the bathroom"" an item on my todo list",test-2357
when is the next time i should get my tires changed,test-2358
i need you to switch the language you are responding as i don't understand,test-2359
change back to the factory set up,test-2360
"what is up with my account, why is it blocked",test-2361
i need information about my recent transaction,test-2362
did i bring my car to the shop last week,test-2363
roll a six sided die for me and tell me the result,test-2364
i need a aaa service place to make an appointment for my tires to be assessed,test-2365
when can i change my credit limit,test-2366
tell me what the meaning of life is,test-2367
talk to me in a different accent,test-2368
i would like to change the name on my first bankcard account,test-2369
my bank of america visa platinum was swiped from my belongings,test-2370
what’s the time in new york,test-2371
can i increase the credit limit on my mastercard,test-2372
what knowledge do you have on certain subjects,test-2373
are you my insubordinate,test-2374
do you know when our next day off is,test-2375
what day can i expect to receive payment on,test-2376
what is the timezone for houston,test-2377
please let me know the status of my vacation request,test-2378
i need you to phone sal,test-2379
is there a meeting with sam today,test-2380
how much of the gas do i have left,test-2381
what are the best restaurants open tonight,test-2382
does bill's house of chop suey accept reservations,test-2383
"your new name is joe, okay",test-2384
i have to report fraudulent activity the bank of america card,test-2385
what subjects are you experienced in,test-2386
put volume setting on number 4,test-2387
"book a rental car to rhode island for friday, tomorrow",test-2388
can i use sugar instead of salt,test-2389
what do you like to do during your leisure time,test-2390
what specific health plan do i have,test-2391
i want to know how many days off are listed on my time off sheet that i have taken this year,test-2392
look up how high my visa limit is,test-2393
i need for you to get me the status of my american airlines flight,test-2394
where did i place my phone,test-2395
please add this song to my study playlist,test-2396
tell me my gas tank levels,test-2397
can you tell me some strategies for raising my credit score,test-2398
which pets do you have,test-2399
do you know the process to rollover my 401k,test-2400
roll a 9 sided dice,test-2401
when will the bus get me to vermont,test-2402
look up the lowest amount i can pay on my electricity bill,test-2403
is it okay to use butter instead of margarine,test-2404
yes please,test-2405
i need to to know how to report a lost card,test-2406
who is the one that made you,test-2407
book me a table for three at rainforest cafe at seven,test-2408
how do i get to central park by foot,test-2409
i need a good italian dish,test-2410
can you please revert to factory settings at this time,test-2411
how would i say thank you if i were mexican,test-2412
what is the definiton of auspicious,test-2413
does acero have good or bad ratings,test-2414
can i bring perfume on the plane or what is the size limit,test-2415
ai toss the dice,test-2416
can someone tell me why my check engine light is on,test-2417
what is the exchange rate between euros and pesos,test-2418
i need to cancel my reservation after all,test-2419
"in x, what is the charge if i use my card",test-2420
do they take reservations at applebeesi,test-2421
what's the word for trees in norway,test-2422
why is there a stop on my deposit account,test-2423
remove grocery shopping from todo list,test-2424
what's the best way to get a mastercard,test-2425
any idea as to if taco bell takes reservations,test-2426
what is some trivia about frog,test-2427
do people say per se is any good or not,test-2428
please rely on your original settings,test-2429
"hello, how are things",test-2430
how long before the next holiday here,test-2431
i need some ideas for a mexican meal,test-2432
how much money did i spend this weekend,test-2433
where am i currently,test-2434
what is the weather,test-2435
can you see how many calories are in cream of mushroom soup,test-2436
i must know the next holiday,test-2437
is the friday's full after 4,test-2438
"can you help me find my phone, please",test-2439
can you book a meeting room for friday at 9:00 am,test-2440
do you know how i get new insurance,test-2441
i seem to have a purchase that i didn't make from olive garden on my account,test-2442
"i need a meeting room between 3-7, are any available",test-2443
can you remind me to finish a task,test-2444
how long does pizza take,test-2445
after how much time is it still safe to drink milk that is in the fridge,test-2446
"if i want to go to x, do i need a travel visa",test-2447
what do you engage in during your free time,test-2448
"throw eggs on my shopping list, please",test-2449
when is it time for a change in tires,test-2450
are the reviews for ned's good,test-2451
does bank of america give credit cards to people like me,test-2452
how do i report that i actually lost my card,test-2453
is garlic on my grocery list,test-2454
what does my cable bill look like,test-2455
"in x, will i be charged to use my card",test-2456
"yes, that's right",test-2457
can you please tell me about the status of my credit card application,test-2458
how busy is red robin around 5 pm,test-2459
how do i change my oil,test-2460
tell me my car's tire pressure,test-2461
what's on my calendar for march 20th,test-2462
how many stars does babbo have,test-2463
please connect yourself to my main phone,test-2464
how often should i change the tires on my car,test-2465
alert my bank i'm checking out seattle for the next month,test-2466
i need a list of good places to eat near me,test-2467
can you do some research about the best places to travel,test-2468
turn on the tv,test-2469
what is my visa credit limit,test-2470
what happened to my luggage,test-2471
has the french laundry gotten good reviews lately,test-2472
"find me a car rental for the weekend in asheville, nc via priceline",test-2473
do you know how i order more checks for my well's fargo account,test-2474
i want to convert kilos to pounds,test-2475
20 yen is how many dollars,test-2476
great,test-2477
what do i do if i suspect my car battery is dead,test-2478
can you help me change my insurance policy,test-2479
what's the definition of unencumbered,test-2480
confirm my reservation for joe at hoss's,test-2481
i'd like to go to malaysia so do i need a visa,test-2482
how do i report my very lost card,test-2483
has my mastercard application been processed,test-2484
i need your to reset to factory settings,test-2485
how is traffic nearest the ben franklin bridge philadelphia heading to the new jersey turnpike,test-2486
can i put in a pto request for december 3rd to december 10th,test-2487
i replaced tires last june when should i do it again,test-2488
how do you prepare omelet,test-2489
how can i fix my card being declined,test-2490
is there enough air in my tires,test-2491
i need a flight on delta from los angeles to seattle,test-2492
how low are my tires right now on air,test-2493
"hello, how are you doing",test-2494
revert to the original configuration,test-2495
can you overnight me a few checkbooks,test-2496
who is the one who programmed you,test-2497
get rid of my to do list,test-2498
"what kind of traffic can i expect driving to newark, new jersey on i-95 from philadelphia at noon",test-2499
"great, thanks!",test-2500
can you tell me what 100 british pounds equals in us dollars,test-2501
what will i be paying for utilities this month,test-2502
tell me the weather,test-2503
what's on my purchase list,test-2504
"what will traffic be like nearest the george washington bridge, new york",test-2505
give me step by step instructions for changing my oil,test-2506
i need an uber for 5 to go to the concerthall,test-2507
i want to speak to you in swiss german,test-2508
what amount of vacation days do i have,test-2509
simulate rolling a dice and tell me what it lands on,test-2510
can you identify this song for me,test-2511
"ai, address me as deb when speaking to me",test-2512
recite the items i'm planning to purchase,test-2513
i bought 6 shirts at $499 each what was my total expenditure for them,test-2514
what are you programmed to do for me,test-2515
what is my minimum payment and when is it due,test-2516
what interest rate am i getting from bank of america,test-2517
"use my navy federal account and pay this month's verizon bill, please",test-2518
how much does my water and electricity cost,test-2519
i want a timer set for 10 minutes,test-2520
what is the routing number of my checking account at first national bankj,test-2521
can you disconnect yourself from my phone,test-2522
how is the weather looking in seattle,test-2523
what's on my todo list,test-2524
you can take dishes off my todo list,test-2525
please let me know how to change the oil,test-2526
i need to know the calorie content of spaghetti,test-2527
i need to know the status of my credit card application,test-2528
play a song,test-2529
how is a vacation request made,test-2530
can i get some new checks i'm out of mine,test-2531
how long can i freeze tofu before it goes bad,test-2532
how busy is cheesecake factory right now,test-2533
when for i meet jane for our meeting,test-2534
"which health plan do i have, again",test-2535
would you say i've spent too much money on chips as of late,test-2536
what's the definition of luminescent,test-2537
how much money do i earn,test-2538
can you simulate a dice roll,test-2539
"tell me how to spent ""frightened",test-2540
when was my car last in the shop,test-2541
what do food critics say about gramercy tavern,test-2542
try to speak slowly,test-2543
what things do you know how to do,test-2544
give me the date that i last got my car checked,test-2545
what's my discover credit limit,test-2546
find the nutrition info for whole milk for me,test-2547
"pardon, i didn't hear you",test-2548
adjust volume setting to 4,test-2549
revert back to factory settings,test-2550
why is my luggage not here,test-2551
please put dusting on my list of things to do,test-2552
what about the weather in austin,test-2553
get my paycheck to direct deposit,test-2554
what events do i have going on on march 11th,test-2555
please text john,test-2556
"i need to know what traffic looks like nearest the smithsonian institute in washington, dc for the next hour",test-2557
ai throw the dice on the table,test-2558
can you confirm the reservation at fleming's for jane,test-2559
give me today's date,test-2560
absolutely,test-2561
use phone to call alexa,test-2562
tell me how much my state taxes amount to,test-2563
add the song rap god to the motivational playlist,test-2564
i want to start talking to you in swedish,test-2565
what amount of interest does my checking account earn,test-2566
thank you ever so much for that!,test-2567
"""which could be improve the credit score",test-2568
how soon can i expect a replacement card for my lost card to arrive,test-2569
is this a bot,test-2570
how long should i bake a cake,test-2571
how much have i spent this week,test-2572
can i get to susan's house with my current tank,test-2573
i have to rollover my 401k,test-2574
are you from here or somewhere else originally,test-2575
for checkbooks can i order them for my chase account,test-2576
can i put in a pto request for monday to wednesday,test-2577
tell me nutritional info for burger,test-2578
i need to pay my electric bill,test-2579
i need to know what my credit score is,test-2580
i need to set an alarm,test-2581
i can't hear you and need you to turn up the volume,test-2582
could you send a text to bill saying no,test-2583
what do you have for my name,test-2584
what is 592 minus 124,test-2585
what is the total number of calories in this pizza,test-2586
what company do you work for,test-2587
modify my account pin to 1234 on my checking account,test-2588
where can i find a w2,test-2589
can you calculate the square root of 172,test-2590
i want to know who your boss is,test-2591
take the doctor appointment off my calendar please,test-2592
can we speak in german,test-2593
i will be traveling to lima alert my bank,test-2594
tell me about the pets you have,test-2595
"looking at this week only, have i overspent on hoagies",test-2596
can i get my limit increased on my discover card,test-2597
do i have a fraudulent transaction on my account,test-2598
i shall know how low are my tires on air,test-2599
tell me the current exchange rate between cad and euros,test-2600
you can stop talking ai,test-2601
i need hot dogs added to my shopping list please,test-2602
how do i order some checkbooks for my chase account,test-2603
"let my bank know i'll be in ireland from may 01, 2019 to august 02, 2019",test-2604
how are you doing,test-2605
where is flight dl123,test-2606
i want to be called timothy,test-2607
pay my con edison bill using my capital one account,test-2608
would you let me know what is the point of life,test-2609
what is the time in est,test-2610
how would i change from centimeters to inches,test-2611
what is the next date for which i can get an oil change appointment,test-2612
do you know any dad jokes,test-2613
"what time is it in adelaide, australia right now",test-2614
book a delta flight to arizona from pittsburgh,test-2615
what is the present exchange rate between usd and british pound,test-2616
make a roll of the dice,test-2617
please confirm my reservation at brio for theodore,test-2618
can i call you arnold instead,test-2619
don't forget to set an alarm for noon,test-2620
whats the mpg for this car,test-2621
will only having five late payments really make my credit bad,test-2622
please let's speak in spanish,test-2623
i'm not actually sure,test-2624
do you know how i can change my insurance policy,test-2625
i need to know the next billing date of my american express card,test-2626
when do i next get paid,test-2627
lets talk about what my federal taxes look like,test-2628
stop all access to my account,test-2629
when is the next payday i can look forward to,test-2630
i'd like to buy something,test-2631
i'd like for this person to know my location,test-2632
is make a hair appointment on my todo list right now,test-2633
please help me set up a vacation request,test-2634
stop the process,test-2635
which vaccines are meant for cuba,test-2636
how do i transfer my 401k to a new firm,test-2637
what is the lowest amount i can pay for my hospital bill,test-2638
what must i do today,test-2639
"flip a coin, you're tails and i'm heads",test-2640
how can i cash out my rewards for a visa card,test-2641
tell me what health plan coverage i have,test-2642
are you real,test-2643
how many bags can i carry-on,test-2644
what kind of plug is used in england,test-2645
i need to know how to get my car jump started,test-2646
what items did i want to remember,test-2647
would you let me know who your boss is,test-2648
what pets do you have,test-2649
i need to make a call,test-2650
alter the pin on my savings account to be 1234,test-2651
i want to know what kind of gas this car uses,test-2652
could you please inform me what health plan i am currently on,test-2653
i need you to repeat that please,test-2654
i need bananas on the list too,test-2655
i'm trying to raise my credit score can you tell me what it is now,test-2656
"to 350, set the oven",test-2657
set an alarm for 6 am tomorrow,test-2658
please lower the sound,test-2659
please tell me what today is,test-2660
are you a person or artificial intelligence,test-2661
i would like to know some of your hobbies,test-2662
"go ahead and hold a conference room for friday at 11 am, please",test-2663
what's the minimum payment,test-2664
are the reviews ned get's good,test-2665
what did they name you,test-2666
please play the next track,test-2667
please remove science fair from my to do list,test-2668
"hey, how do i call your attention",test-2669
you talk too slow,test-2670
i would like to know the status of my credit card application,test-2671
i would like to transfer $100 from my checking to saving account,test-2672
i need a dice roll for a six sided die,test-2673
can you please remind me of the items that i made note of to not forget,test-2674
what are the reviews like for l'auberge aubergine,test-2675
can i edit my insurance policy,test-2676
set my paycheck to direct deposit to chase account,test-2677
did the manager approve my vacation yet,test-2678
"if i use my card in x, will there be a charge",test-2679
how long is the wait at cheesecake factory,test-2680
how much money is there in my bank accounts,test-2681
where is the closest mcdonald's to foxwoods casino,test-2682
i'd love to set an alarm,test-2683
"if i wanted to spend the lowest for my electric bill, then how much would it be",test-2684
get me a hotel room big enough for 4 people from may 3 to may 5 in boston,test-2685
play the song called dancing on the ceiling,test-2686
when is the next time i need to get an oil change,test-2687
is the phone bill the same as last month,test-2688
what credit score number do i have,test-2689
can i use my points to pay my credit card,test-2690
tell me about this car's highway mpg,test-2691
can you call me a different name,test-2692
how much longer before the card is mailed to me,test-2693
"in cleveland, are there any good places that serve clams",test-2694
what are the steps to rollover my 401k,test-2695
when is boarding scheduled for my flight,test-2696
can you text mary and tell her she is amazing,test-2697
put on some metallica music,test-2698
i'm travelling to boston on march 2 until march 4 please make a hotel reservation for me,test-2699
take dishes off the to do list,test-2700
am i supposed to attend any meetings today,test-2701
i'd like to add pancake mix to my shopping list if it's not already there,test-2702
make 1234 the pin on my savings account,test-2703
how many times can 3 be divided into 1253,test-2704
how would you say fly in italian,test-2705
is there traffic right now on my route to work,test-2706
set a 1 minute timer,test-2707
in september i changed my tires are they in need of changing,test-2708
i want to know how i can build up a good credit score,test-2709
is there a travel alert in spain,test-2710
i need you to cancel my reservation for 5 at red robin,test-2711
set the tv on,test-2712
did i get my car inspected recently,test-2713
set a timer to go off in 1 hour,test-2714
"yes, please",test-2715
where should i report a damaged card,test-2716
i wanna know where to get my w2,test-2717
did carrots get on my shopping list,test-2718
can you let me know the next open slot for me to get my oil changed,test-2719
i have a bogus transaction from amazon on my account,test-2720
what do i need to do to set up direct deposit,test-2721
must call my bank about my travel plans,test-2722
dial her up,test-2723
i want to tell susan that the meeting has been cancelled,test-2724
what's the due date for my netflix subscription,test-2725
what are the manufacturers guidance on oil changes,test-2726
please add this song to my country music playlist,test-2727
i didn't understand you,test-2728
what were my last 10 charges on my credit card,test-2729
"when does my card expire, the one ending in 1234",test-2730
i would like to report a damaged card that was burnt,test-2731
may i ask your age,test-2732
i want to know if the new york restaurant takes reservations,test-2733
can you check if my credit card application has been processed,test-2734
"i don't know how to spell apoplectic, can you tell me",test-2735
when did i last collect my salary,test-2736
later,test-2737
i would like you to reserve a conference room for noon tomorrow,test-2738
i want to know what my recent transaction was,test-2739
please put a stop on my bank account,test-2740
how do i put in a vacation request,test-2741
what do you think about me calling you cora,test-2742
how many calories are in a cheeseburger,test-2743
what is the current time in dallas,test-2744
set a timer,test-2745
how much do i earn,test-2746
is there a spending limit,test-2747
where are you from originally,test-2748
thank you for that response,test-2749
reserve a meeting room for 5pm on friday,test-2750
i think your a bot,test-2751
please unsync from my phone right now,test-2752
can you find me a rice recipe,test-2753
can i plug in my electronics there like normal,test-2754
i want a rental car that is available tomorrow and that i can keep for four days please find me one,test-2755
false,test-2756
how many carry ons can i take on a flight with delta to seattle,test-2757
when is my meeting with invoicing scheduled,test-2758
where do you work,test-2759
what are some interesting things i can do while in raleigh,test-2760
please say it one more time,test-2761
what is 300 divided by 42,test-2762
delete dentist from my calendar,test-2763
tell me the weather for today,test-2764
how many teaspoons will make one tablespoon,test-2765
why did i get rejected on my card,test-2766
tell me if taco bell takes reservations,test-2767
what's my checking account yielding in interest,test-2768
travel alert in cuba,test-2769
what is the core meaning of life,test-2770
let me know what's on my shopping list,test-2771
can you text bill and tell him i love him,test-2772
how many days left until the next day out of work,test-2773
make a reminder to pay the mortgage,test-2774
i'm changing your name to joe,test-2775
what is the process for reporting my card as lost,test-2776
let me know some things to do in phoenix,test-2777
what is the weather doing in austin,test-2778
i want to use spanish with you,test-2779
i could not buy food using my card when i was in vietnam,test-2780
i was at publix trying to buy some food but my card wouldnt work,test-2781
do you know when i'll receive my next paycheck,test-2782
whom do you work for,test-2783
play the song called i want it that way,test-2784
i need to know the the carry-on restrictions for american airlines,test-2785
who employs you,test-2786
milk can stay in my fridge for how long,test-2787
is grocery shopping on my reminders list,test-2788
how can i rehabilitate my poor credit score,test-2789
unfortunately it would appear that my luggage is totally lost,test-2790
is my reservation set for john at bardenay,test-2791
i didn't hear you can you say that again,test-2792
today is the day i should pay my electric bill,test-2793
will you reserve a table at olive garden for 3 people at 7,test-2794
what is the information on this song,test-2795
what do i need to make authentic kimchi,test-2796
i want a step by step explanation of how to change the oil in my car,test-2797
when will my tires need to be changed,test-2798
i need to get the interest rate of my savings account,test-2799
take toilet paper off my shopping list,test-2800
i am not understanding the language you are responding in; switch it for me,test-2801
i must kniw how low are my tires on air,test-2802
what's my credit card's annual percentage rate,test-2803
how could we convert centimeters to inches,test-2804
will i require a plug converter when i visit kenya,test-2805
i would like you to change your accent,test-2806
i lost my phone can you help me,test-2807
speak up,test-2808
come again,test-2809
how many transactions do i have on flower shops from last wednesday between 2pm and 7pm,test-2810
when will i need my next oil change,test-2811
schedule a rental car starting monday the 5th thru friday the 9th at rent a car in town,test-2812
my account shows a transaction that i didn't make from foot locker,test-2813
is it payday,test-2814
can you suggest a french restaurant,test-2815
what is the lowest amount i can pay for my cellphone bill,test-2816
tell me how to roll over my 401k,test-2817
repeat what the weather will be like,test-2818
what is this song called,test-2819
make a purchase of doritos,test-2820
what do i need to use to make lasagna,test-2821
tell my bank's fraud department i'm going to mexico,test-2822
what are the nutrition facts for cucumbers,test-2823
alerts for travel in colombia,test-2824
find me a place to stay in jacksonville near the stadium from january 1st through 3rd,test-2825
who do i call to report my card as lost,test-2826
do you have a pet,test-2827
i wanna know how low are my tires on air,test-2828
can you travel outside of the united states without a visa,test-2829
whats the total of my taxes,test-2830
can i use butter instead of margarine,test-2831
how much have i spent on my bank card sine i last paid my bill,test-2832
can i purchase a vacation using this,test-2833
flip a coin i'm calling heads,test-2834
find out for me when my car is next due for an oil change,test-2835
what is the air pressure of my tires,test-2836
clear my calendar for february 29th,test-2837
can you let me know if my vacation was approved,test-2838
i want to pay my bill through the app,test-2839
how many days of vacation do i have left,test-2840
can i use skim milk instead of 2% in the recipe,test-2841
what is the la's time zone,test-2842
has my reservation for john at bardenay been confirmed,test-2843
retrieve events on my calendar,test-2844
how do you say your name,test-2845
don't call me anything besides bailey,test-2846
"what's my car's mpg, please",test-2847
list my todo list items,test-2848
can you find me a good reviewed hotel in japan,test-2849
what's your name anyway,test-2850
i need to get to the staples center; can you call me an uber,test-2851
spell aaron,test-2852
how do i plan a vacation,test-2853
what is the highway mpg of this car,test-2854
what could help me locate myself,test-2855
can i fly from atlanta to san francisco for less than 100 dollars,test-2856
set a 5 minute timer,test-2857
what instructions do i need to bake a cake from scratch,test-2858
"""what's the method to improve credit score",test-2859
when did i last take my car to the shop,test-2860
pair yourself to my phone if you can,test-2861
how can i tell what the interest rate on my money market account is,test-2862
i have a revolving store card and defaulted so will my fico score be affected,test-2863
i dont want to listen to this song,test-2864
can you reset your factory settings,test-2865
what is the lowest amount i can pay for my medical bill,test-2866
how much is one us dollar in british pounds,test-2867
what is playing on the speaker at the moment,test-2868
say my name,test-2869
is there a substantial credit limit on my visa,test-2870
can you phrase that question again,test-2871
can you swipe to the next song,test-2872
"i lost my card, what do i do next",test-2873
are my tires filled enough,test-2874
phone number to state farm to change insurance,test-2875
what would you be able to do with me,test-2876
i need my bank account frozen,test-2877
will i need to get a plug converter when i visit guam,test-2878
what is the shipping status of my replacement card,test-2879
can you adjust the speed of your voice,test-2880
find me the exchange rate between usd and cad,test-2881
give me my todo list,test-2882
speak more quickly,test-2883
"play the song that goes, ""starships were meant to fly",test-2884
please move $100 from my checking to saving account,test-2885
there's a false charge on my account from mcdonald's,test-2886
english to spanish for dog,test-2887
"the song that goes, ""starships were meant to fly"", play it",test-2888
what is the protocol for getting new insurance,test-2889
denver's timezone is what,test-2890
it appears that my luggage has been lost,test-2891
i'd say no,test-2892
i need to know when i should change my tires,test-2893
"can i get some more checkbooks sent to me, please",test-2894
it was great to talk to you,test-2895
what oil do i use when changing oil and how do i do it,test-2896
how can i increase the credit limit on my discover card,test-2897
let me know the wait on a replacement credit card,test-2898
i need to know where my due date is for my lawn bill,test-2899
what's your name,test-2900
are there any travel bulletins about haiti,test-2901
what sort of health benefits do i have,test-2902
please reset to factory settings at once,test-2903
can i fly with my razors or are there restrictions,test-2904
remind me of the items on my list of things to remember,test-2905
when is the expiration date of my credit card,test-2906
how many minutes should i put meal the cake in the oven,test-2907
"i'd like my checks to be deposited into my account directly, how do i do that",test-2908
remove laundry from my to do list,test-2909
i'm changing your name to goliath,test-2910
how long should i cook the cookie dough,test-2911
"book me a flight to dallas from st, paul, minnesota on delta airlines",test-2912
when did i take my car to the shop last,test-2913
is there a certain kind of fuel needed,test-2914
"i could use a laugh, got any jokes",test-2915
okay,test-2916
